تاریخ,نماد,volume,ارزش,دفعات معامله,high,low,close,close_diff,درصد قیمت پایانی,مقدار آخرین قیمت,تغییر آخرین قیمت,درصد آخرین قیمت,قیمت روز قبل,ارزش بازار,date
1390/6/21,شنفت1,20886,67914670,16,3365,3200,3269,-2,-0.06114338122898,3200,-71,-2.170590034,3271,4086250000000,1390/6/21
1390/6/22,شنفت1,2909,9215703,6,3177,3150,3268,-1,-0.03059039461609,3177,-92,-2.814316305,3269,4085000000000,1390/6/22
1390/6/23,شنفت1,8215,26241885,4,3200,3177,3265,-3,-0.09179926560587,3177,-91,-2.784577723,3268,4081250000000,1390/6/23
1390/6/26,شنفت1,690,2238900,3,3251,3240,3265,0,0,3240,-25,-0.7656967840735,3265,4081250000000,1390/6/26
1390/6/27,شنفت1,10383,33062319,5,3241,3152,3261,-4,-0.12251148545176,3185,-80,-2.450229709,3265,4076250000000,1390/6/27
1390/6/28,شنفت1,16529,53087750,5,3250,3185,3257,-4,-0.12266176019625,3185,-76,-2.330573444,3261,4071250000000,1390/6/28
1390/6/29,شنفت1,104322,327122999,27,3200,3127,3194,-63,-1.934295364,3127,-130,-3.9914031317163,3257,3992500000000,1390/6/29
1390/6/30,شنفت1,30530,95696880,14,3151,3120,3185,-9,-0.28177833437695,3150,-44,-1.377582968,3194,3981250000000,1390/6/30
1390/7/3,شنفت1,73013,239348094,26,3300,3101,3219,34,1.067503925,3300,115,3.610675039,3185,4023750000000,1390/7/3
1390/7/4,شنفت1,47750,157553364,7,3310,3205,3238,19,0.59024541783162,3205,-14,-0.43491767629698,3219,4047500000000,1390/7/4
1390/7/5,شنفت1,3797,12693356,7,3348,3342,3240,2,0.06176652254478,3342,104,3.211859172,3238,4050000000000,1390/7/5
1390/7/6,شنفت1,17977,57271773,6,3199,3160,3235,-5,-0.15432098765432,3160,-80,-2.469135802,3240,4043750000000,1390/7/6
1390/7/10,شنفت1,1000,3200000,2,3200,3200,3235,0,0,3200,-35,-1.081916538,3235,4043750000000,1390/7/10
1390/7/11,شنفت1,4585,14424784,8,3200,3107,3233,-2,-0.06182380216383,3130,-105,-3.245749614,3235,4041250000000,1390/7/11
1390/7/12,شنفت1,3600,11422000,4,3232,3150,3232,-1,-0.03093102381688,3150,-83,-2.567274977,3233,4040000000000,1390/7/12
1390/7/13,شنفت1,2000,6300000,2,3150,3150,3231,-1,-0.0309405940594,3150,-82,-2.537128713,3232,4038750000000,1390/7/13
1390/7/16,شنفت1,58834,183461196,32,3200,3102,3198,-33,-1.021355617,3150,-81,-2.506963788,3231,3997500000000,1390/7/16
1390/7/17,شنفت1,62161,191995991,19,3111,3071,3164,-34,-1.063164478,3071,-127,-3.9712320200125,3198,3955000000000,1390/7/17
1390/7/18,شنفت1,7666,23995227,7,3150,3111,3163,-1,-0.03160556257901,3150,-14,-0.44247787610619,3164,3953750000000,1390/7/18
1390/7/19,شنفت1,16767,53271928,6,3200,3151,3164,1,0.03161555485298,3151,-12,-0.37938665823585,3163,3955000000000,1390/7/19
1390/7/20,شنفت1,7263,22792740,9,3184,3130,3163,-1,-0.03160556257901,3130,-34,-1.074589128,3164,3953750000000,1390/7/20
1390/7/23,شنفت1,69515,212592830,20,3132,3037,3127,-36,-1.138159975,3037,-126,-3.983559911,3163,3908750000000,1390/7/23
1390/7/24,شنفت1,18134,54445368,16,3004,3002,3116,-11,-0.35177486408698,3002,-125,-3.997441637,3127,3895000000000,1390/7/24
1390/7/25,شنفت1,24380,73042960,19,3002,2992,3101,-15,-0.48138639281129,2992,-124,-3.979460847,3116,3876250000000,1390/7/25
1390/7/26,شنفت1,108381,322650237,14,2977,2977,3034,-67,-2.160593357,2977,-124,-3.998710094,3101,3792500000000,1390/7/26
1390/7/27,شنفت1,51000,160711640,15,3155,3140,3064,30,0.9887936717205,3155,121,3.988134476,3034,3830000000000,1390/7/27
1390/9/29,شنفت1,12731092,44287413406,560,3551,3415,3479,415,13.5443864229765,3551,487,15.89425587,3064,4348750000000,1390/9/29
1390/9/30,شنفت1,12500312,44074554501,94,3618,3503,3526,47,1.35096292,3618,139,3.995400977,3479,4407500000000,1390/9/30
1390/10/3,شنفت1,12523796,45363654004,87,3667,3610,3622,96,2.722631877,3667,141,3.99886557,3526,4527500000000,1390/10/3
1390/10/4,شنفت1,5687403,21418759698,167,3766,3766,3766,144,3.975704031,3766,144,3.975704031,3622,4707500000000,1390/10/4
1390/10/5,شنفت1,2053330,7668937334,197,3840,3651,3735,-31,-0.82315454062665,3735,-31,-0.82315454062665,3766,4668750000000,1390/10/5
1390/10/6,شنفت1,2426203,9391513290,223,3884,3610,3871,136,3.641231593,3883,148,3.962516734,3735,4838750000000,1390/10/6
1390/10/7,شنفت1,470848,1839488816,86,4019,3850,3907,36,0.92999225006458,3900,29,0.74916042366313,3871,4883750000000,1390/10/7
1390/10/10,شنفت1,1166177,4648984083,129,4063,3769,3987,80,2.047606859,4063,156,3.9928333759918,3907,4983750000000,1390/10/10
1390/10/11,شنفت1,834899,3454307673,148,4146,4080,4137,150,3.7622272385252,4146,159,3.987960873,3987,5171250000000,1390/10/11
1390/10/12,شنفت1,1136340,4879998342,193,4302,4200,4294,157,3.795020546,4302,165,3.988397389,4137,5367500000000,1390/10/12
1390/10/13,شنفت1,1021557,4338972718,196,4452,4126,4247,-47,-1.094550536,4131,-163,-3.795994411,4294,5308750000000,1390/10/13
1390/10/14,شنفت1,239926,981530377,47,4209,4078,4091,-156,-3.673181069,4078,-169,-3.979279491,4247,5113750000000,1390/10/14
1390/10/17,شنفت1,561226,2208425402,121,4189,3928,3935,-156,-3.813248594,3928,-163,-3.984355903,4091,4918750000000,1390/10/17
1390/10/18,شنفت1,117224,452103525,48,3993,3786,3889,-46,-1.1689961880559,3970,35,0.88945362134688,3935,4861250000000,1390/10/18
1390/10/19,شنفت1,1766483,7141606340,153,4044,3800,4043,154,3.95988686,4044,155,3.985600411,3889,5053750000000,1390/10/19
1390/10/20,شنفت1,538250,2262803000,38,4204,4204,4204,161,3.982191442,4204,161,3.982191442,4043,5255000000000,1390/10/20
1390/10/21,شنفت1,372700,1629444400,35,4372,4372,4372,168,3.996194101,4372,168,3.996194101,4204,5465000000000,1390/10/21
1390/10/25,شنفت1,771454,3383306512,160,4440,4198,4386,14,0.32021957913998,4382,10,0.22872827081427,4372,5482500000000,1390/10/25
1390/10/26,شنفت1,505047,2229385895,87,4496,4347,4414,28,0.63839489284085,4419,33,0.75239398084815,4386,5517500000000,1390/10/26
1390/10/27,شنفت1,274022,1199091850,64,4440,4250,4376,-38,-0.8608971454463,4379,-35,-0.79293158133212,4414,5470000000000,1390/10/27
1390/10/28,شنفت1,277768,1217874104,65,4469,4250,4385,9,0.20566727605118,4300,-76,-1.736745887,4376,5481250000000,1390/10/28
1390/11/1,شنفت1,1141554,5186409998,214,4560,4480,4543,158,3.603192702,4560,175,3.990877993,4385,5678750000000,1390/11/1
1390/11/3,شنفت1,1203105,5662176372,200,4724,4590,4706,163,3.587937486,4724,181,3.984151442,4543,5882500000000,1390/11/3
1390/11/5,شنفت1,984634,4625210536,165,4833,4518,4697,-9,-0.19124521886952,4518,-188,-3.994900127,4706,5871250000000,1390/11/5
1390/11/8,شنفت1,122519,552560690,21,4510,4510,4582,-115,-2.448371301,4510,-187,-3.981264637,4697,5727500000000,1390/11/8
1390/11/9,شنفت1,315313,1390337655,89,4560,4399,4409,-173,-3.775643824,4400,-182,-3.972064601,4582,5511250000000,1390/11/9
1390/11/10,شنفت1,65213,282019471,29,4402,4251,4381,-28,-0.63506464050805,4283,-126,-2.857790882,4409,5476250000000,1390/11/10
1390/11/11,شنفت1,91261,392217130,16,4349,4251,4343,-38,-0.86738187628395,4300,-81,-1.848892947,4381,5428750000000,1390/11/11
1390/11/12,شنفت1,56327,240112839,9,4272,4260,4320,-23,-0.52958784250518,4272,-71,-1.634814644,4343,5400000000000,1390/11/12
1390/11/15,شنفت1,166409,705396985,24,4300,4150,4253,-67,-1.550925926,4200,-120,-2.777777778,4320,5316250000000,1390/11/15
1390/11/16,شنفت1,114687,470103445,44,4249,4083,4165,-88,-2.069127675,4084,-169,-3.973665648,4253,5206250000000,1390/11/16
1390/11/17,شنفت1,93130,387713445,19,4200,4080,4164,-1,-0.02400960384153,4200,35,0.84033613445378,4165,5205000000000,1390/11/17
1390/11/18,شنفت1,238793,1031310616,33,4330,4120,4319,155,3.7223823246878,4330,166,3.986551393,4164,5398750000000,1390/11/18
1390/11/19,شنفت1,1547354,6949166814,143,4491,4491,4491,172,3.982403334,4491,172,3.982403334,4319,5613750000000,1390/11/19
1390/11/23,شنفت1,151774,688777286,55,4660,4510,4527,36,0.80160320641282,4510,19,0.4230683589401,4491,5658750000000,1390/11/23
1390/11/24,شنفت1,463818,2156859510,103,4700,4550,4650,123,2.7170311464546,4678,151,3.335542302,4527,5812500000000,1390/11/24
1390/11/25,شنفت1,720101,3278560987,99,4690,4465,4553,-97,-2.086021505,4660,10,0.21505376344086,4650,5691250000000,1390/11/25
1390/11/26,شنفت1,900108,4235116369,123,4735,4580,4705,152,3.3384581594553,4680,127,2.789369646,4553,5881250000000,1390/11/26
1390/11/29,شنفت1,1280601,6257356706,172,4893,4810,4886,181,3.846971307,4893,188,3.995749203,4705,6107500000000,1390/11/29
1390/11/30,شنفت1,1042292,5171155680,184,5081,4691,4961,75,1.534997953,5081,195,3.990994679,4886,6201250000000,1390/11/30
1390/12/6,شنفت1,2342567,12238173569,262,5300,5000,5224,263,5.301350534,5091,130,2.620439428,4961,6530000000000,1390/12/6
1390/12/7,شنفت1,200836,1009383040,39,5070,5016,5026,-198,-3.790199081,5016,-208,-3.981623277,5224,6282500000000,1390/12/7
1390/12/8,شنفت1,364161,1758033050,64,4997,4825,4828,-198,-3.939514524,4997,-29,-0.57699960206923,5026,6035000000000,1390/12/8
1390/12/9,شنفت1,524303,2541715346,41,4875,4826,4848,20,0.4142502071251,4826,-2,-0.04142502071251,4828,6060000000000,1390/12/9
1390/12/10,شنفت1,1015275,5074397526,97,5041,4851,4998,150,3.094059406,5038,190,3.919141914,4848,6247500000000,1390/12/10
1390/12/13,شنفت1,182267,911246215,36,5100,4905,4999,1,0.02000800320128,4905,-93,-1.860744298,4998,6248750000000,1390/12/13
1390/12/14,شنفت1,1674757,8690632942,146,5198,5000,5189,190,3.8007601520304,5198,199,3.980796159,4999,6486250000000,1390/12/14
1390/12/15,شنفت1,2934545,15821123204,190,5396,5200,5391,202,3.89285026,5396,207,3.9892079398728,5189,6738750000000,1390/12/15
1390/12/16,شنفت1,4252200,23837831200,278,5606,5605,5606,215,3.988128362,5606,215,3.988128362,5391,7007500000000,1390/12/16
1390/12/17,شنفت1,823520,4763949134,139,5830,5700,5785,179,3.193007492,5830,224,3.995718873,5606,7231250000000,1390/12/17
1390/12/20,شنفت1,1136981,6662899982,135,5978,5820,5860,75,1.296456353,5830,45,0.77787381158167,5785,7325000000000,1390/12/20
1390/12/21,شنفت1,684351,3939711395,108,5900,5710,5757,-103,-1.757679181,5877,17,0.29010238907849,5860,7196250000000,1390/12/21
1390/12/22,شنفت1,960747,5668241089,106,5987,5700,5900,143,2.483932604,5987,230,3.995136356,5757,7375000000000,1390/12/22
1390/12/23,شنفت1,253557,1554091614,38,6136,5970,6129,229,3.881355932,6136,236,4,5900,7661250000000,1390/12/23
1390/12/24,شنفت1,1726839,10992993205,200,6374,6202,6366,237,3.866862457,6374,245,3.99738946,6129,7957500000000,1390/12/24
1390/12/27,شنفت1,354217,2260125031,82,6613,6220,6381,15,0.23562676720075,6300,-66,-1.036757776,6366,7976250000000,1390/12/27
1390/12/28,شنفت1,607840,3988863508,123,6636,6202,6562,181,2.8365459959254,6636,255,3.996238834,6381,8202500000000,1390/12/28
1391/1/5,شنفت1,471066,3197547749,61,6824,6650,6788,226,3.444071929,6824,262,3.992685157,6562,8485000000000,1391/1/5
1391/1/6,شنفت1,1352372,9349713104,95,7020,6523,6914,126,1.856216853,6523,-265,-3.903948144,6788,8642500000000,1391/1/6
1391/1/7,شنفت1,614500,4079087700,72,6652,6638,6638,-276,-3.991900492,6638,-276,-3.991900492,6914,8297500000000,1391/1/7
1391/1/8,شنفت1,297430,1959432846,56,6700,6412,6588,-50,-0.75323892738776,6693,55,0.82856282012654,6638,8235000000000,1391/1/8
1391/1/9,شنفت1,72766,475329438,29,6675,6500,6568,-20,-0.30358227079538,6500,-88,-1.335761991,6588,8210000000000,1391/1/9
1391/1/14,شنفت1,52984,347581398,15,6800,6500,6566,-2,-0.03045066991473,6500,-68,-1.035322777,6568,8207500000000,1391/1/14
1391/1/15,شنفت1,19072,125328650,11,6770,6370,6567,1,0.01522997258604,6381,-185,-2.817544928,6566,8208750000000,1391/1/15
1391/1/16,شنفت1,87765,566600241,30,6580,6308,6518,-49,-0.7461550175118,6580,13,0.1979594944419,6567,8147500000000,1391/1/16
1391/1/19,شنفت1,1236504,8380085854,131,6778,6353,6777,259,3.973611537,6720,202,3.099110156,6518,8471250000000,1391/1/19
1391/1/20,شنفت1,253295,1668482662,79,6989,6530,6587,-190,-2.803600413,6535,-242,-3.5709015788697,6777,8233750000000,1391/1/20
1391/1/21,شنفت1,77378,498171714,21,6580,6355,6529,-58,-0.88052224077728,6569,-18,-0.27326552299984,6587,8161250000000,1391/1/21
1391/1/22,شنفت1,2869951,19391631185,196,6790,6451,6757,228,3.492112115,6790,261,3.997549395,6529,8446250000000,1391/1/22
1391/1/23,شنفت1,1630080,11418869451,394,7027,6940,7005,248,3.67026787,7000,243,3.596270534,6757,8756250000000,1391/1/23
1391/1/26,شنفت1,1776695,12912505510,286,7285,7179,7268,263,3.754461099,7240,235,3.35474661,7005,9085000000000,1391/1/26
1391/1/27,شنفت1,714782,5207112753,169,7537,7000,7285,17,0.23390203632361,7115,-153,-2.105118327,7268,9106250000000,1391/1/27
1391/1/28,شنفت1,1608963,11359972268,234,7330,6994,7060,-225,-3.0885380919698,7100,-185,-2.539464653,7285,8825000000000,1391/1/28
1391/1/29,شنفت1,832903,6022931426,115,7300,7100,7231,171,2.422096317,7150,90,1.274787535,7060,9038750000000,1391/1/29
1391/1/30,شنفت1,1030453,7416600294,166,7455,7050,7197,-34,-0.47019775964596,7130,-101,-1.396763933,7231,8996250000000,1391/1/30
1391/2/2,شنفت1,589489,4328616587,85,7429,7061,7343,146,2.028623037,7420,223,3.098513269,7197,9178750000000,1391/2/2
1391/2/3,شنفت1,956174,7087266808,109,7477,7260,7412,69,0.93967043442734,7260,-83,-1.130328204,7343,9265000000000,1391/2/3
1391/2/4,شنفت1,730839,5373242366,73,7390,7200,7352,-60,-0.80949811117107,7359,-53,-0.71505666486778,7412,9190000000000,1391/2/4
1391/2/5,شنفت1,321032,2359493593,69,7360,7116,7350,-2,-0.0272034820457,7204,-148,-2.013057671,7352,9187500000000,1391/2/5
1391/2/9,شنفت1,156977,1109824863,34,7220,7056,7130,-220,-2.993197279,7056,-294,-4,7350,8912500000000,1391/2/9
1391/2/10,شنفت1,128206,889048086,45,7240,6845,7005,-125,-1.7531556802244,7087,-43,-0.60308555399719,7130,8756250000000,1391/2/10
1391/2/11,شنفت1,175450,1241727424,35,7140,6980,7069,64,0.91363311920057,7100,95,1.356174161,7005,8836250000000,1391/2/11
1391/2/12,شنفت1,331663,2363037216,43,7177,6825,7125,56,0.79219125760362,6826,-243,-3.437544207,7069,8906250000000,1391/2/12
1391/2/13,شنفت1,867067,6153151082,65,7110,6999,7097,-28,-0.39298245614035,7000,-125,-1.754385965,7125,8871250000000,1391/2/13
1391/2/16,شنفت1,83768,571933924,28,6904,6814,6984,-113,-1.592222066,6814,-283,-3.9876003945329,7097,8730000000000,1391/2/16
1391/2/17,شنفت1,83790,562541240,31,6980,6705,6871,-113,-1.617983963,6705,-279,-3.994845361,6984,8588750000000,1391/2/17
1391/2/18,شنفت1,198007,1309080491,32,6850,6597,6614,-257,-3.740358026,6597,-274,-3.987774705,6871,8267500000000,1391/2/18
1391/2/19,شنفت1,75351,478825875,52,6401,6350,6516,-98,-1.481705473,6350,-264,-3.991533112,6614,8145000000000,1391/2/19
1391/2/20,شنفت1,240914,1510798752,44,6397,6256,6271,-245,-3.759975445,6397,-119,-1.826273788,6516,7838750000000,1391/2/20
1391/3/7,شنفت1,149072,906474880,25,6200,5952,6081,-190,-3.029819805,5952,-319,-5.086907989,6271,7601250000000,1391/3/7
1391/3/8,شنفت1,73323,433514749,55,6100,5838,6019,-62,-1.01956915,5850,-231,-3.798717316,6081,7523750000000,1391/3/8
1391/3/9,شنفت1,131325,766760740,29,6100,5779,5901,-118,-1.960458548,5779,-240,-3.987373318,6019,7376250000000,1391/3/9
1391/3/10,شنفت1,75135,445109156,14,5994,5700,5910,9,0.15251652262328,5700,-201,-3.406202339,5901,7387500000000,1391/3/10
1391/4/12,شنفت1,101000,542146000,18,5520,5300,5368,-416,-7.192254495,5300,-484,-8.36791148,5784,6710000000000,1391/4/12
1391/4/13,شنفت1,1001,5159154,2,5154,5154,5367,-1,-0.01862891207153,5154,-214,-3.986587183,5368,6708750000000,1391/4/13
1391/4/14,شنفت1,100,515300,1,5153,5153,5367,0,0,5153,-214,-3.98732998,5367,6708750000000,1391/4/14
1391/4/17,شنفت1,109234,562882802,10,5153,5153,5250,-117,-2.179988821,5153,-214,-3.98732998,5367,6562500000000,1391/4/17
1391/4/18,شنفت1,75000,378000000,12,5040,5040,5171,-79,-1.5047619047619,5040,-210,-4,5250,6463750000000,1391/4/18
1391/4/20,شنفت1,1000,4965000,1,4965,4965,5170,-1,-0.01933861922258,4965,-206,-3.98375556,5171,6462500000000,1391/4/20
1391/4/24,شنفت1,1000,4964000,1,4964,4964,5169,-1,-0.01934235976789,4964,-206,-3.984526112,5170,6461250000000,1391/4/24
1391/4/25,شنفت1,1000,4963000,1,4963,4963,5168,-1,-0.01934610176049,4963,-206,-3.985296963,5169,6460000000000,1391/4/25
1391/4/26,شنفت1,50000,248100000,3,4962,4962,5116,-52,-1.00619195,4962,-206,-3.9860681114551,5168,6395000000000,1391/4/26
1391/4/28,شنفت1,1000,4912000,1,4912,4912,5115,-1,-0.01954652071931,4912,-204,-3.987490227,5116,6393750000000,1391/4/28
1391/5/1,شنفت1,7010,34426110,4,4911,4911,5108,-7,-0.13685239491691,4911,-204,-3.9882697947214,5115,6385000000000,1391/5/1
1391/5/2,شنفت1,1000,4904000,1,4904,4904,5107,-1,-0.01957713390759,4904,-204,-3.993735317,5108,6383750000000,1391/5/2
1391/5/3,شنفت1,1000,4903000,1,4903,4903,5106,-1,-0.01958096729978,4903,-204,-3.994517329,5107,6382500000000,1391/5/3
1391/5/4,شنفت1,1000,4902000,1,4902,4902,5105,-1,-0.01958480219349,4902,-204,-3.995299647,5106,6381250000000,1391/5/4
1391/5/7,شنفت1,1000,4901000,1,4901,4901,5104,-1,-0.01958863858961,4901,-204,-3.996082272,5105,6380000000000,1391/5/7
1391/5/8,شنفت1,2500,12250000,3,4900,4900,5101,-3,-0.05877742946708,4900,-204,-3.996865204,5104,6376250000000,1391/5/8
1391/5/9,شنفت1,1000,4897000,1,4897,4897,5100,-1,-0.01960399921584,4897,-204,-3.99921584,5101,6375000000000,1391/5/9
1391/5/10,شنفت1,10000,48960000,2,4896,4896,5090,-10,-0.19607843137254,4896,-204,-4,5100,6362500000000,1391/5/10
1391/5/11,شنفت1,10000,48870000,1,4887,4887,5080,-10,-0.19646365422396,4887,-203,-3.988212181,5090,6350000000000,1391/5/11
1391/5/14,شنفت1,23445,109127160,5,4674,4488,4655,-425,-8.366141732,4488,-592,-11.65354331,5080,5818750000000,1391/5/14
1391/5/18,شنفت1,10544,47121136,1,4469,4469,4645,-10,-0.21482277121374,4469,-186,-3.995703545,4655,5806250000000,1391/5/18
1391/5/21,شنفت1,11153,49742380,2,4460,4460,4635,-10,-0.21528525296017,4460,-185,-3.98277718,4645,5793750000000,1391/5/21
1391/5/22,شنفت1,2000,8900000,1,4450,4450,4633,-2,-0.04314994606256,4450,-185,-3.991370011,4635,5791250000000,1391/5/22
1391/5/23,شنفت1,850,3780800,2,4448,4448,4632,-1,-0.02158428663932,4448,-185,-3.993093028,4633,5790000000000,1391/5/23
1391/5/25,شنفت1,1000,4447000,1,4447,4447,4631,-1,-0.02158894645941,4447,-185,-3.993955095,4632,5788750000000,1391/5/25
1391/5/31,شنفت1,616,2738736,1,4446,4446,4630,-1,-0.02159360829194,4446,-185,-3.994817534,4631,5787500000000,1391/5/31
1391/6/1,شنفت1,30000,133350000,2,4445,4445,4602,-28,-0.60475161987041,4445,-185,-3.995680346,4630,5752500000000,1391/6/1
1391/6/4,شنفت1,13253,58551754,3,4418,4418,4590,-12,-0.26075619295958,4418,-184,-3.998261625,4602,5737500000000,1391/6/4
1391/6/5,شنفت1,200000,881400000,29,4407,4407,4407,-183,-3.986928105,4407,-183,-3.986928105,4590,5508750000000,1391/6/5
1391/6/6,شنفت1,204000,863124000,23,4231,4231,4231,-176,-3.993646472,4231,-176,-3.993646472,4407,5288750000000,1391/6/6
1391/6/12,شنفت1,98515,400167930,11,4062,4062,4148,-83,-1.961711179,4062,-169,-3.994327582,4231,5185000000000,1391/6/12
1391/6/13,شنفت1,469681,1972259953,83,4225,4063,4199,51,1.229508197,4225,77,1.8563162970106,4148,5248750000000,1391/6/13
1391/6/14,شنفت1,346823,1500369370,118,4366,4220,4326,127,3.02452965,4366,167,3.977137414,4199,5407500000000,1391/6/14
1391/6/15,شنفت1,71499,310302633,46,4490,4201,4331,5,0.11558021266759,4201,-125,-2.889505317,4326,5413750000000,1391/6/15
1391/6/18,شنفت1,27611,116098790,13,4350,4158,4314,-17,-0.39251904871854,4158,-173,-3.994458555,4331,5392500000000,1391/6/18
1391/6/19,شنفت1,131660,545335720,19,4142,4142,4201,-113,-2.619378767,4142,-172,-3.987019008,4314,5251250000000,1391/6/19
1391/6/20,شنفت1,33025,133189825,9,4033,4033,4173,-28,-0.66650797429183,4033,-168,-3.999047846,4201,5216250000000,1391/6/20
1391/6/21,شنفت1,524630,2135598674,103,4280,4007,4071,-102,-2.444284687,4180,7,0.16774502755811,4173,5088750000000,1391/6/21
1391/6/25,شنفت1,170701,721068107,75,4233,4120,4202,131,3.217882584,4233,162,3.979366249,4071,5252500000000,1391/6/25
1391/6/26,شنفت1,121337,515751446,50,4363,4115,4231,29,0.69014754878629,4115,-87,-2.070442646,4202,5288750000000,1391/6/26
1391/6/27,شنفت1,84687,355658149,29,4280,4100,4218,-13,-0.30725596785629,4220,-11,-0.25998581895532,4231,5272500000000,1391/6/27
1391/6/28,شنفت1,60494,257814728,32,4350,4160,4231,13,0.30820293978188,4170,-48,-1.1379800853485,4218,5288750000000,1391/6/28
1391/6/29,شنفت1,43361,178515755,24,4220,4076,4206,-25,-0.59087686126211,4100,-131,-3.096194753,4231,5257500000000,1391/6/29
1391/7/1,شنفت1,64887,270672297,22,4200,4089,4195,-11,-0.26153114598193,4171,-35,-0.83214455539705,4206,5243750000000,1391/7/1
1391/7/2,شنفت1,29218,122605231,21,4271,4150,4195,0,0,4150,-45,-1.072705602,4195,5243750000000,1391/7/2
1391/7/3,شنفت1,181723,745116260,24,4194,4099,4109,-86,-2.050059595,4100,-95,-2.264600715,4195,5136250000000,1391/7/3
1391/7/4,شنفت1,194718,798514701,57,4120,4091,4101,-8,-0.19469457288878,4120,11,0.26770503772207,4109,5126250000000,1391/7/4
1391/7/5,شنفت1,504259,2146588975,86,4265,4092,4257,156,3.803950256,4265,164,3.999024628,4101,5321250000000,1391/7/5
1391/7/8,شنفت1,283882,1255218244,47,4427,4372,4422,165,3.875968992,4427,170,3.993422598,4257,5527500000000,1391/7/8
1391/7/9,شنفت1,709542,3260893394,146,4598,4500,4596,174,3.9348710990502,4598,176,3.980099502,4422,5745000000000,1391/7/9
1391/7/10,شنفت1,170493,762395155,63,4775,4413,4490,-106,-2.306353351,4413,-183,-3.981723238,4596,5612500000000,1391/7/10
1391/7/11,شنفت1,130731,564280367,35,4500,4311,4376,-114,-2.538975501,4400,-90,-2.0044543429844,4490,5470000000000,1391/7/11
1391/7/12,شنفت1,12088792,53189450610,27,4500,4311,4400,24,0.54844606946983,4350,-26,-0.59414990859232,4376,5500000000000,1391/7/12
1391/7/15,شنفت1,12037410,52959610744,14,4400,4227,4400,0,0,4227,-173,-3.931818182,4400,5500000000000,1391/7/15
1391/7/16,شنفت1,10611113,46576757231,23,4390,4231,4389,-11,-0.25,4242,-158,-3.590909091,4400,5486250000000,1391/7/16
1391/7/17,شنفت1,211643,902421836,38,4388,4215,4264,-125,-2.848029164,4215,-174,-3.964456596,4389,5330000000000,1391/7/17
1391/7/18,شنفت1,42652,180196214,21,4394,4113,4256,-8,-0.18761726078799,4120,-144,-3.377110694,4264,5320000000000,1391/7/18
1391/7/19,شنفت1,23140,97465000,17,4300,4108,4251,-5,-0.11748120300751,4108,-148,-3.477443609,4256,5313750000000,1391/7/19
1391/7/22,شنفت1,150497,616719864,64,4142,4081,4136,-115,-2.705245825,4081,-170,-3.9990590449306,4251,5170000000000,1391/7/22
1391/7/23,شنفت1,36319,148528700,30,4200,4043,4128,-8,-0.19342359767891,4051,-85,-2.055125725,4136,5160000000000,1391/7/23
1391/7/24,شنفت1,227898,960320391,77,4293,4050,4214,86,2.083333333,4293,165,3.997093023,4128,5267500000000,1391/7/24
1391/7/25,شنفت1,234816,1027369226,52,4382,4300,4375,161,3.820598007,4382,168,3.986710963,4214,5468750000000,1391/7/25
1391/7/26,شنفت1,488772,2189710252,126,4550,4245,4480,105,2.4,4450,75,1.714285714,4375,5600000000000,1391/7/26
1391/7/29,شنفت1,412328,1907609383,105,4659,4513,4626,146,3.258928571,4659,179,3.995535714,4480,5782500000000,1391/7/29
1391/7/30,شنفت1,214383,1013455197,96,4810,4625,4727,101,2.183311716,4626,0,0,4626,5908750000000,1391/7/30
1391/8/1,شنفت1,281980,1293796011,73,4789,4538,4588,-139,-2.940554263,4538,-189,-3.998307595,4727,5735000000000,1391/8/1
1391/8/2,شنفت1,114767,509080082,51,4520,4405,4501,-87,-1.89625109,4470,-118,-2.571926765,4588,5626250000000,1391/8/2
1391/8/3,شنفت1,94631,430898760,55,4649,4450,4526,25,0.55543212619417,4530,29,0.64430126638524,4501,5657500000000,1391/8/3
1391/8/6,شنفت1,246164,1149871103,83,4704,4600,4671,145,3.203711887,4600,74,1.634997791,4526,5838750000000,1391/8/6
1391/8/7,شنفت1,218671,993212541,80,4750,4497,4542,-129,-2.761721259,4510,-161,-3.446799401,4671,5677500000000,1391/8/7
1391/8/8,شنفت1,90904,408342391,33,4569,4452,4519,-23,-0.50638485248789,4452,-90,-1.981505945,4542,5648750000000,1391/8/8
1391/8/9,شنفت1,266128,1169411915,70,4519,4340,4394,-125,-2.766098694,4380,-139,-3.075901748,4519,5492500000000,1391/8/9
1391/8/10,شنفت1,49000,212673668,15,4400,4226,4381,-13,-0.29585798816568,4330,-64,-1.456531634,4394,5476250000000,1391/8/10
1391/8/14,شنفت1,149021,631700025,49,4390,4206,4275,-106,-2.419538918,4223,-158,-3.606482538,4381,5343750000000,1391/8/14
1391/8/15,شنفت1,72990,308949700,21,4290,4130,4260,-15,-0.35087719298245,4240,-35,-0.81871345029239,4275,5325000000000,1391/8/15
1391/8/16,شنفت1,98085,410539209,28,4254,4130,4223,-37,-0.86854460093896,4242,-18,-0.4225352112676,4260,5278750000000,1391/8/16
1391/8/17,شنفت1,93632,398816726,33,4378,4200,4240,17,0.40255742363248,4300,77,1.823348331,4223,5300000000000,1391/8/17
1391/8/20,شنفت1,55076,234831783,27,4305,4151,4247,7,0.16509433962264,4214,-26,-0.61320754716981,4240,5308750000000,1391/8/20
