تاریخ,نماد,volume,ارزش,دفعات معامله,high,low,close,close_diff,درصد قیمت پایانی,مقدار آخرین قیمت,تغییر آخرین قیمت,درصد آخرین قیمت,قیمت روز قبل,ارزش بازار,date
1393/4/10,شنفت1,126379,1254195315,83,10255,9835,10042,-202,-1.971885982,10000,-244,-2.381882077,10244,12552500000000,1393/4/10
1393/4/11,شنفت1,489145,5037749477,59,10400,10070,10299,257,2.5592511451902,10245,203,2.021509659,10042,12873750000000,1393/4/11
1393/4/14,شنفت1,406421,4343296062,95,10710,10371,10687,388,3.767356054,10710,411,3.990678707,10299,13358750000000,1393/4/14
1393/4/15,شنفت1,605933,6704725639,113,11114,10600,11065,378,3.537007579,10800,113,1.0573594086273,10687,13831250000000,1393/4/15
1393/4/16,شنفت1,288492,3315012233,162,11507,11000,11491,426,3.849977406,11507,442,3.994577497,11065,14363750000000,1393/4/16
1393/4/17,شنفت1,20291,242477450,8,11950,11950,11538,47,0.40901575145766,11950,459,3.994430424,11491,14422500000000,1393/4/17
1393/4/18,شنفت1,121868,1462294132,16,11999,11999,11819,281,2.435430751,11999,461,3.995493153,11538,14773750000000,1393/4/18
1393/4/21,شنفت1,15601,191751891,10,12291,12291,11856,37,0.31305525002115,12291,472,3.993569676,11819,14820000000000,1393/4/21
1393/4/22,شنفت1,6033,74386890,8,12330,12330,11870,14,0.11808367071524,12330,474,3.997975709,11856,14837500000000,1393/4/22
1393/4/23,شنفت1,15752,194442688,9,12344,12344,11907,37,0.31171019376579,12344,474,3.99326032,11870,14883750000000,1393/4/23
1393/4/24,شنفت1,1201,14871983,4,12383,12383,11910,3,0.0251952632905,12383,476,3.997648442,11907,14887500000000,1393/4/24
1393/4/25,شنفت1,105040,1301025440,20,12386,12386,12160,250,2.099076406,12386,476,3.996641478,11910,15200000000000,1393/4/25
1393/4/29,شنفت1,689111,9383368606,349,13657,13132,13617,1457,11.98190789,13657,1497,12.31085526,12160,17021250000000,1393/4/29
1393/4/30,شنفت1,596171,8423948753,405,14161,13821,14130,513,3.7673496364838,14152,535,3.9289123889256,13617,17662500000000,1393/4/30
1393/4/31,شنفت1,268305,3737375101,239,14690,13565,13930,-200,-1.415428167,13565,-565,-3.998584572,14130,17412500000000,1393/4/31
1393/5/1,شنفت1,136116,1828739469,161,14000,13373,13593,-337,-2.419239052,13373,-557,-3.99856425,13930,16991250000000,1393/5/1
1393/5/4,شنفت1,44129,577069067,53,13850,13050,13479,-114,-0.83866696093577,13050,-543,-3.994703156,13593,16848750000000,1393/5/4
1393/5/5,شنفت1,553017,7356106307,170,13477,12940,13302,-177,-1.313153795,13351,-128,-0.94962534312634,13479,16627500000000,1393/5/5
1393/5/6,شنفت1,43211,583902527,77,13650,13111,13348,46,0.34581265975041,13599,297,2.232746955,13302,16685000000000,1393/5/6
1393/5/11,شنفت1,101296,1366543270,33,13739,13225,13420,72,0.53940665268204,13499,151,1.131255619,13348,16775000000000,1393/5/11
1393/5/12,شنفت1,68707,898659164,87,13785,12884,13303,-117,-0.87183308494783,12900,-520,-3.874813711,13420,16628750000000,1393/5/12
1393/5/13,شنفت1,127244,1626301733,87,13537,12771,12971,-332,-2.495677667,12771,-532,-3.999097948,13303,16213750000000,1393/5/13
1393/5/14,شنفت1,25385,316547443,41,12555,12453,12907,-64,-0.49340837252332,12457,-514,-3.962685992,12971,16133750000000,1393/5/14
1393/5/15,شنفت1,33445,428367722,72,13100,12401,12890,-17,-0.13171147439373,12899,-8,-0.06198187030293,12907,16112500000000,1393/5/15
1393/5/18,شنفت1,53570,666028663,66,12639,12375,12768,-122,-0.94647013188518,12375,-515,-3.995345229,12890,15960000000000,1393/5/18
1393/5/19,شنفت1,180191,2323836626,34,12948,12400,12884,116,0.90852130325814,12929,161,1.2609649122807,12768,16105000000000,1393/5/19
1393/5/20,شنفت1,20177,254848077,45,13000,12550,12858,-26,-0.20180068301769,12561,-323,-2.5069854082583,12884,16072500000000,1393/5/20
1393/5/21,شنفت1,105324,1301049086,76,12700,12344,12592,-266,-2.068750972,12500,-358,-2.784258827,12858,15740000000000,1393/5/21
1393/5/22,شنفت1,23356,291375070,32,12740,12160,12578,-14,-0.11118170266836,12400,-192,-1.524777637,12592,15722500000000,1393/5/22
1393/5/25,شنفت1,45629,556051584,51,12500,12075,12489,-89,-0.70758467164891,12085,-493,-3.919542058,12578,15611250000000,1393/5/25
1393/5/26,شنفت1,25279,303310766,61,12022,11990,12427,-62,-0.4964368644407,11990,-499,-3.995516054,12489,15533750000000,1393/5/26
1393/5/27,شنفت1,24767,297927155,46,12300,11930,12378,-49,-0.39430272793111,12000,-427,-3.436066629,12427,15472500000000,1393/5/27
1393/5/28,شنفت1,41341,493182327,25,12150,11894,12285,-93,-0.75133301017935,12000,-378,-3.053805138,12378,15356250000000,1393/5/28
1393/5/29,شنفت1,69578,820640392,67,11802,11794,12114,-171,-1.391941392,11794,-491,-3.996743997,12285,15142500000000,1393/5/29
1393/6/1,شنفت1,62004,751098895,72,12259,11630,12114,0,0,12001,-113,-0.93280501898629,12114,15142500000000,1393/6/1
1393/6/2,شنفت1,34362,404215411,59,12099,11630,12054,-60,-0.4952947003467,11652,-462,-3.813769193,12114,15067500000000,1393/6/2
1393/6/3,شنفت1,377469,4654453118,95,12536,11704,12331,277,2.297992368,12536,482,3.99867264,12054,15413750000000,1393/6/3
1393/6/4,شنفت1,137517,1763517898,89,12824,12823,12670,339,2.749168762,12824,493,3.998053686,12331,15837500000000,1393/6/4
1393/6/5,شنفت1,64829,826330790,59,13150,12600,12695,25,0.19731649565903,12749,79,0.62352012628255,12670,15868750000000,1393/6/5
1393/6/8,شنفت1,24847,309049470,21,12600,12200,12663,-32,-0.25206774320598,12350,-345,-2.717605356,12695,15828750000000,1393/6/8
1393/6/9,شنفت1,20975,257690975,23,12663,12160,12623,-40,-0.31588091289583,12160,-503,-3.97220248,12663,15778750000000,1393/6/9
1393/6/10,شنفت1,22767,275914756,24,12120,12119,12566,-57,-0.45155668224669,12119,-504,-3.992711717,12623,15707500000000,1393/6/10
1393/6/11,شنفت1,70791,874570923,66,12790,12064,12491,-75,-0.5968486391851,12064,-502,-3.994906892,12566,15613750000000,1393/6/11
1393/6/12,شنفت1,10013,120676873,28,12480,12013,12469,-22,-0.17612681130413,12020,-471,-3.770714915,12491,15586250000000,1393/6/12
1393/6/15,شنفت1,34096,410076526,43,12279,11971,12394,-75,-0.60149169941454,11971,-498,-3.993904884,12469,15492500000000,1393/6/15
1393/6/16,شنفت1,19852,236218948,16,11899,11899,12345,-49,-0.39535258996288,11899,-495,-3.993868001,12394,15431250000000,1393/6/16
1393/6/17,شنفت1,27942,333157223,52,12173,11852,12286,-59,-0.47792628594572,11852,-493,-3.993519644,12345,15357500000000,1393/6/17
1393/6/18,شنفت1,52629,621193798,53,11990,11795,12159,-127,-1.033696891,11795,-491,-3.996418688,12286,15198750000000,1393/6/18
1393/6/19,شنفت1,22868,267145712,38,12000,11673,12104,-55,-0.45233983057817,11673,-486,-3.99703923,12159,15130000000000,1393/6/19
1393/6/22,شنفت1,3242,37676402,10,11625,11620,12096,-8,-0.06609385327164,11620,-484,-3.998678123,12104,15120000000000,1393/6/22
1393/6/23,شنفت1,5955,70086056,20,12000,11613,12086,-10,-0.08267195767195,11642,-454,-3.753306878,12096,15107500000000,1393/6/23
1393/6/24,شنفت1,32700,379444671,31,11612,11603,12007,-79,-0.65364884990898,11603,-483,-3.996359424,12086,15008750000000,1393/6/24
1393/6/25,شنفت1,16239,188505998,25,12000,11527,11975,-32,-0.26651120179895,11527,-480,-3.997668027,12007,14968750000000,1393/6/25
1393/6/26,شنفت1,426648,5279717929,184,12454,11985,12375,400,3.340292276,12454,479,4,11975,15468750000000,1393/6/26
1393/6/29,شنفت1,31549,393792715,47,12859,11886,12392,17,0.13737373737373,12303,-72,-0.58181818181818,12375,15490000000000,1393/6/29
1393/6/30,شنفت1,43743,542123702,23,12540,11951,12392,0,0,11951,-441,-3.558747579,12392,15490000000000,1393/6/30
1393/6/31,شنفت1,24934,297170954,36,12001,11900,12333,-59,-0.47611362169141,11900,-492,-3.970303422,12392,15416250000000,1393/6/31
1393/7/1,شنفت1,8040,95679167,21,12174,11843,12316,-17,-0.13784156328549,12000,-333,-2.700072975,12333,15395000000000,1393/7/1
1393/7/2,شنفت1,32307,384050970,46,12000,11824,12247,-69,-0.56024683338746,11910,-406,-3.296524846,12316,15308750000000,1393/7/2
1393/7/5,شنفت1,36492,429116587,23,12000,11758,12158,-89,-0.72670858169347,11758,-489,-3.992814567,12247,15197500000000,1393/7/5
1393/7/6,شنفت1,36460,426345718,52,11970,11672,12073,-85,-0.69912814607665,11672,-486,-3.997367988,12158,15091250000000,1393/7/6
1393/7/7,شنفت1,32889,381239651,28,11620,11591,11994,-79,-0.65435268781578,11591,-482,-3.99237969,12073,14992500000000,1393/7/7
1393/7/8,شنفت1,10270,119792988,29,11999,11515,11977,-17,-0.14173753543438,11700,-294,-2.4512256128064,11994,14971250000000,1393/7/8
1393/7/9,شنفت1,19719,228979944,29,11994,11512,11941,-36,-0.30057610419971,11545,-432,-3.60691325,11977,14926250000000,1393/7/9
1393/7/12,شنفت1,67739,807929435,87,11968,11635,11936,-5,-0.04187253998827,11940,-1,-0.00837450799765,11941,14920000000000,1393/7/12
1393/7/14,شنفت1,277299,3417594440,123,12398,11513,12325,389,3.259048257,12100,164,1.3739946380697,11936,15406250000000,1393/7/14
1393/7/15,شنفت1,4793,56946915,20,12000,11852,12314,-11,-0.0892494929006,11988,-337,-2.734279919,12325,15392500000000,1393/7/15
1393/7/16,شنفت1,7809,92469528,18,11987,11822,12296,-18,-0.14617508526879,11822,-492,-3.995452331,12314,15370000000000,1393/7/16
1393/7/19,شنفت1,35234,417126023,45,11900,11806,12215,-81,-0.6587508132726,11806,-490,-3.985035784,12296,15268750000000,1393/7/19
1393/7/20,شنفت1,122333,1513087352,85,12400,12002,12309,94,0.76954564060581,12330,115,0.94146541137945,12215,15386250000000,1393/7/20
1393/7/22,شنفت1,48807,587814862,35,12330,12000,12244,-65,-0.52806889268015,12004,-305,-2.477861727,12309,15305000000000,1393/7/22
1393/7/23,شنفت1,75272,908506821,28,12239,11900,12178,-66,-0.5390395295655,11900,-344,-2.809539366,12244,15222500000000,1393/7/23
1393/7/26,شنفت1,18472,219490310,27,12149,11812,12151,-27,-0.22171128264082,11813,-365,-2.99720808,12178,15188750000000,1393/7/26
1393/7/27,شنفت1,16222,193438301,20,12097,11717,12133,-18,-0.1481359558884,11751,-400,-3.291910131,12151,15166250000000,1393/7/27
1393/7/28,شنفت1,116991,1449016323,62,12500,11950,12281,148,1.219813731,12184,51,0.42034121816533,12133,15351250000000,1393/7/28
1393/7/29,شنفت1,20709,246437410,26,12029,11800,12242,-39,-0.31756371630974,11807,-474,-3.8596205520723,12281,15302500000000,1393/7/29
1393/7/30,شنفت1,5850,69102710,12,11830,11800,12229,-13,-0.10619179872569,11815,-427,-3.487992158,12242,15286250000000,1393/7/30
1393/8/3,شنفت1,14262,169555799,20,12199,11751,12205,-24,-0.19625480415406,11751,-478,-3.908741516,12229,15256250000000,1393/8/3
1393/8/4,شنفت1,11313,132607784,18,11744,11718,12178,-27,-0.22122081114297,11744,-461,-3.777140516,12205,15222500000000,1393/8/4
1393/8/5,شنفت1,30090,354961404,17,11810,11719,12121,-57,-0.46805715224174,11800,-378,-3.103957957,12178,15151250000000,1393/8/5
1393/8/6,شنفت1,72547,845467389,36,11800,11637,11952,-169,-1.3942744,11680,-441,-3.63831367,12121,14940000000000,1393/8/6
1393/8/7,شنفت1,36458,429525008,33,11830,11550,11921,-31,-0.25937081659973,11800,-152,-1.271753681,11952,14901250000000,1393/8/7
1393/8/10,شنفت1,14720,174238990,26,11949,11690,11915,-6,-0.05033134804127,11718,-203,-1.702877275,11921,14893750000000,1393/8/10
1393/8/11,شنفت1,17298,200475490,35,11710,11560,11887,-28,-0.23499790180444,11710,-205,-1.720520352,11915,14858750000000,1393/8/11
1393/8/14,شنفت1,30144,351540443,38,11800,11580,11853,-34,-0.28602675191385,11650,-237,-1.993774712,11887,14816250000000,1393/8/14
1393/8/17,شنفت1,66223,775987656,56,12000,11450,11808,-45,-0.37965072133637,12000,147,1.240192356,11853,14760000000000,1393/8/17
1393/8/18,شنفت1,22912,270516116,63,11950,11652,11808,0,0,11660,-148,-1.253387534,11808,14760000000000,1393/8/18
1393/8/19,شنفت1,21687,250731792,41,11780,11412,11781,-27,-0.22865853658536,11520,-288,-2.4390243902439,11808,14726250000000,1393/8/19
1393/8/20,شنفت1,24108,276226797,56,11600,11310,11742,-39,-0.33104150751209,11600,-181,-1.536372125,11781,14677500000000,1393/8/20
1393/8/21,شنفت1,10337,119374702,30,11650,11400,11732,-10,-0.08516436722875,11640,-102,-0.86867654573326,11742,14665000000000,1393/8/21
1393/8/24,شنفت1,15463,176912232,39,11550,11373,11710,-22,-0.18752130923968,11373,-359,-3.060006819,11732,14637500000000,1393/8/24
1393/8/25,شنفت1,39058,442723661,46,11824,11300,11637,-73,-0.62339880444064,11302,-408,-3.484201537,11710,14546250000000,1393/8/25
1393/8/26,شنفت1,26567,307561876,36,11759,11350,11629,-8,-0.06874624043997,11493,-144,-1.237432328,11637,14536250000000,1393/8/26
1393/8/27,شنفت1,22637,259311777,30,11620,11301,11609,-20,-0.17198383351964,11401,-228,-1.960615702124,11629,14511250000000,1393/8/27
1393/8/28,شنفت1,319768,3815282743,113,12073,11170,11931,322,2.773710053,12073,464,3.996898958,11609,14913750000000,1393/8/28
1393/9/1,شنفت1,443185,5497233459,250,12408,12250,12404,473,3.964462325,12408,477,3.997988433,11931,15505000000000,1393/9/1
1393/9/2,شنفت1,143325,1847856708,94,12900,12850,12754,350,2.8216704288939,12900,496,3.998710094,12404,15942500000000,1393/9/2
1393/9/3,شنفت1,19522,258939808,24,13264,13264,12804,50,0.39203387172651,13264,510,3.998745492,12754,16005000000000,1393/9/3
1393/9/4,شنفت1,190833,2541132228,38,13316,13316,13293,489,3.819119025,13316,512,3.998750391,12804,16616250000000,1393/9/4
1393/9/5,شنفت1,205001,2833933824,43,13824,13824,13824,531,3.994583615,13824,531,3.994583615,13293,17280000000000,1393/9/5
1393/9/8,شنفت1,270164,3883877664,38,14376,14376,14376,552,3.993055556,14376,552,3.993055556,13824,17970000000000,1393/9/8
1393/9/9,شنفت1,2007548,29690091991,586,14951,14241,14789,413,2.872843628,14250,-126,-0.87646076794657,14376,18486250000000,1393/9/9
1393/9/10,شنفت1,221721,3154945202,155,14500,14198,14229,-560,-3.786598147,14198,-591,-3.996213402,14789,17786250000000,1393/9/10
1393/9/17,شنفت1,255084,3744612600,58,14740,14198,14680,451,3.169583245,14695,466,3.275001757,14229,18350000000000,1393/9/17
1393/9/18,شنفت1,122489,1730417664,58,14652,14093,14341,-339,-2.309264305,14093,-587,-3.998637602,14680,17926250000000,1393/9/18
1393/9/19,شنفت1,116905,1609764500,85,13899,13768,14007,-334,-2.328986821,13768,-573,-3.995537271,14341,17508750000000,1393/9/19
1393/9/23,شنفت1,21030,282790410,16,13447,13447,13948,-59,-0.42121796244734,13447,-560,-3.998001,14007,17435000000000,1393/9/23
1393/9/24,شنفت1,6063,81189633,8,13391,13391,13931,-17,-0.12188127330083,13391,-557,-3.993404072,13948,17413750000000,1393/9/24
1393/9/25,شنفت1,2040,27282960,5,13374,13374,13925,-6,-0.04306941353815,13374,-557,-3.998277223,13931,17406250000000,1393/9/25
1393/9/26,شنفت1,422,5641296,2,13368,13368,13924,-1,-0.00718132854578,13368,-557,-4,13925,17405000000000,1393/9/26
1393/10/1,شنفت1,12876,172126368,16,13368,13368,13888,-36,-0.25854639471416,13368,-556,-3.993105429,13924,17360000000000,1393/10/1
1393/10/3,شنفت1,3879,51718707,14,13333,13333,13877,-11,-0.07920506912442,13333,-555,-3.99625576,13888,17346250000000,1393/10/3
1393/10/6,شنفت1,1100,14654200,2,13322,13322,13874,-3,-0.02161850544065,13322,-555,-3.999423507,13877,17342500000000,1393/10/6
1393/10/7,شنفت1,900,11988000,2,13320,13320,13872,-2,-0.014415453366,13320,-554,-3.993080582,13874,17340000000000,1393/10/7
1393/10/8,شنفت1,4350,57933300,5,13318,13318,13860,-12,-0.08650519031141,13318,-554,-3.993656286,13872,17325000000000,1393/10/8
1393/10/9,شنفت1,376,5003056,2,13306,13306,13859,-1,-0.007215007215,13306,-554,-3.997113997,13860,17323750000000,1393/10/9
1393/10/13,شنفت1,500,6652500,1,13305,13305,13858,-1,-0.00721552781585,13305,-554,-3.99740241,13859,17322500000000,1393/10/13
1393/10/14,شنفت1,100,1330400,1,13304,13304,13858,0,0,13304,-554,-3.9976908644826,13858,17322500000000,1393/10/14
1393/10/16,شنفت1,1370,18226480,3,13304,13304,13854,-4,-0.02886419396738,13304,-554,-3.9976908644826,13858,17317500000000,1393/10/16
1393/10/22,شنفت1,1578,20987400,5,13300,13300,13850,-4,-0.0288725277898,13300,-554,-3.9988450988884,13854,17312500000000,1393/10/22
1393/10/24,شنفت1,10000,132960000,2,13296,13296,13822,-28,-0.20216606498194,13296,-554,-4,13850,17277500000000,1393/10/24
1393/10/27,شنفت1,2300,30521000,7,13270,13270,13816,-6,-0.04340905802344,13270,-552,-3.993633338,13822,17270000000000,1393/10/27
1393/10/28,شنفت1,82,1087648,1,13264,13264,13816,0,0,13264,-552,-3.9953676896352,13816,17270000000000,1393/10/28
1393/11/4,شنفت1,879,11659056,4,13264,13264,13814,-2,-0.01447596988998,13264,-552,-3.9953676896352,13816,17267500000000,1393/11/4
1393/11/6,شنفت1,150,1989300,1,13262,13262,13814,0,0,13262,-552,-3.995946142,13814,17267500000000,1393/11/6
1393/11/7,شنفت1,10000,132620000,2,13262,13262,13786,-28,-0.20269292022585,13262,-552,-3.995946142,13814,17232500000000,1393/11/7
1393/11/8,شنفت1,14183,187712005,4,13235,13235,13747,-39,-0.282895691281,13235,-551,-3.996808356,13786,17183750000000,1393/11/8
1393/11/12,شنفت1,1153,15217294,3,13198,13198,13744,-3,-0.0218229431876,13198,-549,-3.993598603,13747,17180000000000,1393/11/12
1393/11/13,شنفت1,762,10054590,2,13195,13195,13742,-2,-0.01455180442374,13195,-549,-3.994470314,13744,17177500000000,1393/11/13
1393/11/14,شنفت1,579,7638747,3,13193,13193,13741,-1,-0.00727696114102,13193,-549,-3.9950516664241,13742,17176250000000,1393/11/14
1393/11/18,شنفت1,2278,30051376,2,13192,13192,13739,-2,-0.01455498144239,13192,-549,-3.995342406,13741,17173750000000,1393/11/18
1393/11/21,شنفت1,80,1055200,1,13190,13190,13739,0,0,13190,-549,-3.995924012,13739,17173750000000,1393/11/21
1393/11/26,شنفت1,2250,29677500,2,13190,13190,13737,-2,-0.01455710022563,13190,-549,-3.995924012,13739,17171250000000,1393/11/26
1393/11/27,شنفت1,2470,32574360,4,13188,13188,13735,-2,-0.01455921962582,13188,-549,-3.9965057872898,13737,17168750000000,1393/11/27
1393/12/4,شنفت1,468,6171048,6,13186,13186,13734,-1,-0.00728066982162,13186,-549,-3.997087732,13735,17167500000000,1393/12/4
1393/12/6,شنفت1,1120,14767200,2,13185,13185,13732,-2,-0.0145623998835,13185,-549,-3.997378768,13734,17165000000000,1393/12/6
1393/12/9,شنفت1,2254,29714482,2,13183,13183,13728,-4,-0.02912904165452,13183,-549,-3.997960967,13732,17160000000000,1393/12/9
1393/12/10,شنفت1,49,645771,1,13179,13179,13728,0,0,13179,-549,-3.999125874,13728,17160000000000,1393/12/10
1393/12/12,شنفت1,523,6892617,2,13179,13179,13727,-1,-0.00728438228438,13179,-549,-3.999125874,13728,17158750000000,1393/12/12
1393/12/13,شنفت1,1100,14495800,2,13178,13178,13725,-2,-0.01456982589058,13178,-549,-3.999417207,13727,17156250000000,1393/12/13
1393/12/16,شنفت1,1053,13874328,6,13176,13176,13723,-2,-0.01457194899817,13176,-549,-4,13725,17153750000000,1393/12/16
1393/12/20,شنفت1,1188,15651900,2,13175,13175,13721,-2,-0.01457407272462,13175,-548,-3.993295927,13723,17151250000000,1393/12/20
1393/12/23,شنفت1,1138,14990874,3,13173,13173,13719,-2,-0.01457619707018,13173,-548,-3.993877997,13721,17148750000000,1393/12/23
1394/1/8,شنفت1,21522,283466262,10,13171,13171,13680,-39,-0.2842772796851,13171,-548,-3.994460238,13719,17100000000000,1394/1/8
1394/1/9,شنفت1,16211,212899063,24,13133,13133,13650,-30,-0.21929824561403,13133,-547,-3.9985380116959,13680,17062500000000,1394/1/9
1394/1/10,شنفت1,1000,13104000,1,13104,13104,13648,-2,-0.01465201465201,13104,-546,-4,13650,17060000000000,1394/1/10
1394/1/11,شنفت1,302,3957106,2,13103,13103,13647,-1,-0.00732708089097,13103,-545,-3.9932590855803,13648,17058750000000,1394/1/11
1394/1/15,شنفت1,274589,3896967088,134,14192,14192,14146,499,3.656481278,14192,545,3.993551696,13647,17682500000000,1394/1/15
1394/1/16,شنفت1,501128,7169851582,334,14688,13581,14307,161,1.13813092,13581,-565,-3.994061926,14146,17883750000000,1394/1/16
1394/1/17,شنفت1,18650,256157750,9,13735,13735,14271,-36,-0.25162507863283,13735,-572,-3.998042916,14307,17838750000000,1394/1/17
1394/1/18,شنفت1,2540,34800540,4,13701,13701,14266,-5,-0.03503608716978,13701,-570,-3.994113937,14271,17832500000000,1394/1/18
1394/1/19,شنفت1,52320,716574720,16,13696,13696,14167,-99,-0.69395766157297,13696,-570,-3.995513809,14266,17708750000000,1394/1/19
1394/1/22,شنفت1,875,11900875,5,13601,13601,14165,-2,-0.0141173148867,13601,-566,-3.995200113,14167,17706250000000,1394/1/22
1394/1/23,شنفت1,1685,22914315,2,13599,13599,14162,-3,-0.02117896223085,13599,-566,-3.995764208,14165,17702500000000,1394/1/23
1394/1/24,شنفت1,4462,60665352,2,13596,13596,14154,-8,-0.05648919644118,13596,-566,-3.996610648,14162,17692500000000,1394/1/24
1394/1/25,شنفت1,100,1358800,1,13588,13588,14154,0,0,13588,-566,-3.998869578,14154,17692500000000,1394/1/25
1394/1/26,شنفت1,6529,88716052,6,13588,13588,14142,-12,-0.08478168715557,13588,-566,-3.998869578,14154,17677500000000,1394/1/26
1394/1/29,شنفت1,430,5838110,5,13577,13577,14141,-1,-0.00707113562438,13577,-565,-3.995191628,14142,17676250000000,1394/1/29
1394/1/30,شنفت1,6747,91597272,6,13576,13576,14128,-13,-0.09193126370129,13576,-565,-3.995474153,14141,17660000000000,1394/1/30
1394/2/1,شنفت1,2816,38193408,3,13563,13563,14123,-5,-0.03539071347678,13563,-565,-3.999150623,14128,17653750000000,1394/2/1
1394/2/2,شنفت1,1532,20772388,4,13559,13559,14120,-3,-0.02124194576223,13559,-564,-3.993485803,14123,17650000000000,1394/2/2
1394/2/5,شنفت1,10138,137430728,17,13556,13556,14101,-19,-0.13456090651558,13556,-564,-3.994334278,14120,17626250000000,1394/2/5
1394/2/6,شنفت1,106,1434922,1,13537,13537,14101,0,0,13537,-564,-3.999716332,14101,17626250000000,1394/2/6
1394/2/7,شنفت1,10,135370,1,13537,13537,14101,0,0,13537,-564,-3.999716332,14101,17626250000000,1394/2/7
1394/2/8,شنفت1,3469,46959853,5,13537,13537,14094,-7,-0.04964186937096,13537,-564,-3.999716332,14101,17617500000000,1394/2/8
1394/2/9,شنفت1,695,9404045,3,13531,13531,14093,-1,-0.00709521782318,13531,-563,-3.994607634,14094,17616250000000,1394/2/9
1394/2/13,شنفت1,225,3044250,3,13530,13530,14093,0,0,13530,-563,-3.994891081,14093,17616250000000,1394/2/13
1394/2/14,شنفت1,512,6927360,3,13530,13530,14092,-1,-0.00709572128006,13530,-563,-3.994891081,14093,17615000000000,1394/2/14
1394/2/15,شنفت1,1413,19116477,3,13529,13529,14089,-3,-0.0212886744252,13529,-563,-3.995174567,14092,17611250000000,1394/2/15
1394/2/19,شنفت1,312,4220112,3,13526,13526,14088,-1,-0.00709773582227,13526,-563,-3.996025268,14089,17610000000000,1394/2/19
1394/2/22,شنفت1,750,10143750,6,13525,13525,14087,-1,-0.00709823963657,13525,-563,-3.996308915,14088,17608750000000,1394/2/22
1394/2/27,شنفت1,421,5693604,3,13524,13524,14086,-1,-0.00709874352239,13524,-563,-3.996592603,14087,17607500000000,1394/2/27
1394/2/30,شنفت1,100,1352300,1,13523,13523,13523,-563,-3.9968763311089,13523,-563,-3.9968763311089,14086,16903750000000,1394/2/30
1394/3/2,شنفت1,1892,24306524,7,12847,12847,13519,-4,-0.02957923537676,12847,-676,-4.998890779,13523,16898750000000,1394/3/2
1394/3/3,شنفت1,100,1284400,1,12844,12844,13519,0,0,12844,-675,-4.992972853,13519,16898750000000,1394/3/3
1394/3/4,شنفت1,49990,642071560,4,12844,12844,13407,-112,-0.82846364376063,12844,-675,-4.992972853,13519,16758750000000,1394/3/4
1394/3/5,شنفت1,8646,110124102,4,12737,12737,13388,-19,-0.14171701350041,12737,-670,-4.997389423,13407,16735000000000,1394/3/5
1394/3/6,شنفت1,604,7682276,5,12719,12719,13387,-1,-0.0074693755602,12719,-669,-4.99701225,13388,16733750000000,1394/3/6
1394/3/9,شنفت1,9245,117577910,7,12718,12718,13366,-21,-0.15686860386942,12718,-669,-4.997385523,13387,16707500000000,1394/3/9
1394/3/10,شنفت1,1207,15326486,4,12698,12698,13363,-3,-0.02244500972617,12698,-668,-4.997755499,13366,16703750000000,1394/3/10
1394/3/11,شنفت1,50911,646315145,10,12695,12695,13250,-113,-0.84561849884008,12695,-668,-4.998877498,13363,16562500000000,1394/3/11
1394/3/12,شنفت1,7322,92169336,6,12588,12588,13234,-16,-0.12075471698113,12588,-662,-4.996226415,13250,16542500000000,1394/3/12
1394/3/16,شنفت1,4411,55459503,3,12573,12573,13224,-10,-0.07556294393229,12573,-661,-4.994710594,13234,16530000000000,1394/3/16
1394/3/17,شنفت1,151859,1907804617,11,12563,12563,12889,-335,-2.533272837,12563,-661,-4.998487598,13224,16111250000000,1394/3/17
1394/3/19,شنفت1,1000,12245000,1,12245,12245,12887,-2,-0.01551710761114,12245,-644,-4.996508651,12889,16108750000000,1394/3/19
1394/3/20,شنفت1,50,612150,1,12243,12243,12887,0,0,12243,-644,-4.997284085,12887,16108750000000,1394/3/20
1394/3/23,شنفت1,32194,394151142,14,12243,12243,12818,-69,-0.5354232947932,12243,-644,-4.997284085,12887,16022500000000,1394/3/23
1394/3/24,شنفت1,51701,629614778,16,12178,12178,12708,-110,-0.85816820096738,12178,-640,-4.992978624,12818,15885000000000,1394/3/24
1394/3/25,شنفت1,66000,796818000,11,12073,12073,12568,-140,-1.10166824,12073,-635,-4.996852376,12708,15710000000000,1394/3/25
1394/3/26,شنفت1,304556,3636398640,26,11940,11940,11940,-628,-4.996817314,11940,-628,-4.996817314,12568,14925000000000,1394/3/26
1394/3/27,شنفت1,6064081,68784870783,532,11343,11343,11343,-597,-5,11343,-597,-5,11940,14178750000000,1394/3/27
1394/4/2,شنفت1,430551,4332799514,240,10498,9800,10063,20,0.19914368216668,9850,-193,-1.921736533,10043,12578750000000,1394/4/2
1394/4/3,شنفت1,199213,1994378851,159,10300,9800,10029,-34,-0.33787141011626,9940,-123,-1.222299513,10063,12536250000000,1394/4/3
1394/4/6,شنفت1,303440,2915780167,172,9999,9528,9609,-420,-4.18785522,9528,-501,-4.995513012,10029,12011250000000,1394/4/6
1394/4/7,شنفت1,82221,751976246,81,9290,9129,9482,-127,-1.321677594,9129,-480,-4.99531689,9609,11852500000000,1394/4/7
1394/4/8,شنفت1,597618,5384555613,182,9200,9008,9010,-472,-4.977852774,9008,-474,-4.99894537,9482,11262500000000,1394/4/8
